,Unnamed: 0,fips,date,PRECTOT,PS,QV2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,lat,lon,elevation,slope1,slope2,slope3,slope4,slope5,slope6,slope7,slope8,aspectN,aspectE,aspectS,aspectW,aspectUnknown,WAT_LAND,NVG_LAND,URB_LAND,GRS_LAND,FOR_LAND,CULTRF_LAND,CULTIR_LAND,CULT_LAND,SQ1,SQ2,SQ3,SQ4,SQ5,SQ6,SQ7,class
49889,49889,1113,1078185600000,0.78,100.77,9.83,16.55,13.78,13.78,23.8,11.8,12.0,16.45,2.24,3.4,1.26,2.14,4.78,6.58,3.44,3.14,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49891,49891,1113,1079395200000,3.21,99.69,9.44,16.27,12.88,12.88,22.37,9.43,12.95,16.26,2.65,3.96,1.41,2.55,5.6,6.75,3.76,3.0,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49893,49893,1113,1080604800000,4.39,100.1,8.28,16.65,10.84,10.85,22.76,10.51,12.25,16.7,2.12,3.07,1.39,1.68,4.31,6.08,3.43,2.64,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,1
49896,49896,1113,1082419200000,0.0,100.32,8.44,20.45,11.39,11.39,27.78,14.43,13.35,20.53,2.05,2.89,1.34,1.55,4.48,6.19,2.33,3.86,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,1
49899,49899,1113,1084233600000,0.38,100.42,11.66,24.28,16.33,16.33,31.12,19.22,11.9,24.18,1.54,2.72,0.35,2.36,3.16,5.46,0.47,4.99,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,1
49901,49901,1113,1085443200000,0.0,100.0,11.98,26.42,16.69,16.69,34.43,19.53,14.89,26.59,1.92,2.26,1.37,0.88,4.17,5.95,2.6,3.35,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,1
49906,49906,1113,1088467200000,2.05,100.42,15.92,25.45,21.37,21.37,31.06,21.18,9.88,25.51,1.25,2.09,0.78,1.3,2.66,3.65,1.53,2.12,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49908,49908,1113,1089676800000,7.8,99.82,17.03,28.18,22.34,22.34,34.91,22.42,12.49,28.31,1.56,1.89,1.08,0.82,3.56,5.47,1.79,3.68,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49909,49909,1113,1090281600000,0.04,99.82,11.9,26.4,16.55,16.55,34.2,18.16,16.03,25.98,1.09,1.92,0.4,1.52,2.22,4.81,0.62,4.19,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49913,49913,1113,1092700800000,0.16,100.19,13.64,26.0,18.74,18.74,33.28,20.25,13.03,26.0,1.38,2.03,0.33,1.7,2.94,4.52,0.6,3.92,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49917,49917,1113,1095120000000,0.14,100.13,14.69,23.77,19.99,19.99,29.81,18.37,11.43,23.88,2.73,3.31,2.01,1.3,5.18,5.98,4.04,1.94,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49918,49918,1113,1095724800000,0.01,100.57,10.91,19.1,15.31,15.31,26.07,13.29,12.78,19.18,2.34,3.33,1.77,1.57,4.97,6.28,4.07,2.22,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49919,49919,1113,1096329600000,0.01,99.58,13.15,21.95,18.19,18.19,27.93,17.81,10.12,21.94,2.28,3.39,1.46,1.93,4.81,5.73,3.92,1.82,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49920,49920,1113,1096934400000,0.02,100.54,9.73,19.9,13.53,13.53,28.24,12.49,15.76,19.49,1.72,2.07,0.88,1.19,3.65,5.74,1.17,4.57,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49921,49921,1113,1097539200000,0.51,99.34,13.58,21.92,18.61,18.61,28.55,17.57,10.99,21.89,1.86,2.54,1.25,1.29,4.12,5.34,2.86,2.49,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49923,49923,1113,1098748800000,0.01,100.32,11.15,20.17,15.68,15.68,27.4,14.45,12.94,19.97,1.42,1.8,0.95,0.85,3.11,5.37,1.46,3.91,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49924,49924,1113,1099353600000,6.72,100.13,15.26,22.73,20.64,20.64,28.68,18.8,9.88,22.75,2.21,3.83,1.32,2.51,5.0,6.76,3.61,3.15,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49928,49928,1113,1101772800000,3.49,100.24,9.41,13.56,12.63,12.63,19.21,7.0,12.21,13.59,2.29,2.96,1.66,1.3,4.64,6.27,2.7,3.56,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49933,49933,1113,1104796800000,0.0,100.91,9.64,15.64,13.51,13.51,22.27,10.88,11.39,14.77,1.51,1.78,0.75,1.03,3.04,5.32,1.13,4.19,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49934,49934,1113,1105401600000,0.0,100.49,9.92,14.97,13.9,13.9,20.14,11.11,9.03,14.24,1.62,2.24,1.13,1.12,3.46,5.76,1.68,4.08,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49938,49938,1113,1107820800000,5.11,100.3,8.97,13.88,12.17,12.17,20.17,7.57,12.6,13.87,1.82,2.56,1.46,1.1,4.23,5.21,2.56,2.65,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49939,49939,1113,1108425600000,0.18,100.32,9.09,14.06,12.53,12.53,20.35,8.43,11.93,13.12,1.71,2.08,0.46,1.62,3.5,5.86,0.57,5.29,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49940,49940,1113,1109030400000,0.71,100.24,11.36,18.11,15.97,15.97,24.41,13.0,11.41,17.88,1.56,1.99,1.09,0.89,3.37,5.14,1.77,3.37,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49943,49943,1113,1110844800000,7.21,100.04,7.31,11.81,9.09,9.09,17.77,5.86,11.91,11.89,2.3,3.35,1.76,1.59,4.35,5.45,3.51,1.94,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,1
49944,49944,1113,1111449600000,14.4,99.36,11.93,16.87,16.3,16.3,21.73,10.79,10.94,16.86,2.34,3.44,1.63,1.8,4.91,5.77,3.86,1.9,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,1
49949,49949,1113,1114473600000,11.61,99.23,10.58,15.01,14.41,14.41,20.22,8.83,11.4,15.05,2.08,2.97,1.32,1.65,4.38,6.04,2.78,3.25,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49950,49950,1113,1115078400000,0.02,100.38,7.82,14.42,10.25,10.26,20.59,9.56,11.02,14.47,1.51,2.13,0.88,1.25,3.5,5.12,1.36,3.77,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49951,49951,1113,1115683200000,1.43,100.08,12.32,21.25,17.18,17.18,26.91,15.46,11.45,20.74,1.51,1.79,1.13,0.65,2.94,4.28,1.75,2.53,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49956,49956,1113,1118707200000,0.03,99.66,16.96,27.95,22.25,22.25,34.51,22.04,12.47,27.87,1.4,1.65,1.15,0.5,2.98,4.58,1.91,2.66,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49957,49957,1113,1119312000000,1.48,100.37,12.9,24.14,17.99,17.99,30.46,17.72,12.74,24.0,1.25,1.53,0.79,0.74,2.53,4.71,1.14,3.56,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49959,49959,1113,1120521600000,1.47,100.22,17.04,26.48,22.44,22.44,30.08,23.12,6.96,26.17,1.53,2.21,1.01,1.19,3.06,3.85,1.74,2.11,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49963,49963,1113,1122940800000,3.08,100.06,16.86,24.78,22.25,22.25,28.36,21.59,6.77,24.74,1.5,2.03,0.97,1.06,3.03,3.98,2.05,1.93,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49969,49969,1113,1126569600000,0.01,99.89,12.18,24.59,16.96,16.96,33.0,17.1,15.9,24.43,1.74,2.12,1.32,0.8,3.79,5.1,1.93,3.17,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49970,49970,1113,1127174400000,0.03,100.28,13.89,26.69,19.08,19.08,35.64,19.06,16.58,26.75,1.48,1.97,0.89,1.08,3.38,5.18,1.36,3.82,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49972,49972,1113,1128384000000,0.01,100.26,12.97,25.0,18.03,18.03,32.3,19.96,12.34,25.1,2.6,3.83,1.76,2.08,5.4,6.62,4.03,2.59,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49973,49973,1113,1128988800000,0.0,99.69,12.93,22.58,17.91,17.91,29.92,17.4,12.52,22.52,1.42,1.68,1.16,0.52,3.03,4.15,2.18,1.97,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49975,49975,1113,1130198400000,0.0,99.95,4.38,9.16,1.9,1.93,15.85,4.52,11.33,9.32,2.81,4.32,1.7,2.62,5.56,7.33,4.22,3.11,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49976,49976,1113,1130803200000,10.13,100.23,9.38,16.16,13.0,13.0,23.65,10.28,13.37,16.18,1.6,2.02,0.79,1.23,3.7,5.6,1.34,4.26,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49978,49978,1113,1132012800000,2.34,100.29,11.62,20.0,16.31,16.31,25.81,15.68,10.14,19.99,2.26,3.27,1.66,1.61,5.02,5.73,3.54,2.19,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,1
49980,49980,1113,1133222400000,8.31,99.83,6.61,11.79,6.78,6.8,18.6,4.59,14.01,11.75,2.51,3.47,1.61,1.86,5.0,5.68,3.98,1.7,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49982,49982,1113,1134432000000,0.0,100.5,4.06,5.21,0.92,0.94,12.54,-0.4,12.94,4.5,1.54,2.48,0.81,1.68,3.29,6.17,1.57,4.61,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49985,49985,1113,1136246400000,0.0,99.88,7.14,11.2,8.87,8.87,16.36,6.12,10.24,11.09,2.32,3.21,1.6,1.61,4.87,5.57,3.56,2.0,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49986,49986,1113,1136851200000,0.37,100.86,8.21,13.68,11.11,11.11,19.78,8.15,11.63,13.53,2.08,3.03,1.3,1.73,4.68,6.15,1.84,4.31,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,1
49988,49988,1113,1138060800000,0.4,100.28,6.28,10.92,6.79,6.8,16.09,5.8,10.29,10.9,2.4,3.47,1.76,1.71,5.03,6.9,3.51,3.39,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,1
49989,49989,1113,1138665600000,0.0,100.11,4.45,6.73,2.12,2.14,13.8,1.63,12.18,6.46,2.25,2.93,1.64,1.29,4.61,5.74,2.91,2.83,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,1
49992,49992,1113,1140480000000,1.15,100.26,7.33,11.3,9.3,9.3,16.4,7.45,8.95,11.01,1.39,1.76,0.83,0.92,2.67,4.08,1.65,2.43,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49994,49994,1113,1141689600000,0.01,100.55,5.01,10.14,3.76,3.78,17.13,4.88,12.26,9.51,2.0,3.03,0.92,2.11,3.97,6.18,1.51,4.67,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49997,49997,1113,1143504000000,0.15,100.7,7.56,12.55,9.55,9.55,18.78,5.87,12.91,12.56,2.01,3.2,1.4,1.8,4.53,5.84,2.4,3.44,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
49998,49998,1113,1144108800000,0.0,100.25,6.36,13.86,7.15,7.16,21.52,8.21,13.31,13.95,2.19,2.87,1.79,1.07,4.79,6.79,3.47,3.33,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,1
50001,50001,1113,1145923200000,0.22,99.67,12.42,22.97,17.25,17.25,30.2,16.29,13.91,23.06,2.16,3.09,1.43,1.65,4.76,5.47,2.77,2.7,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,1
50003,50003,1113,1147132800000,14.41,99.69,12.83,22.45,17.74,17.74,29.56,17.52,12.04,22.65,1.79,2.39,1.29,1.09,3.33,4.18,1.86,2.31,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,1
50004,50004,1113,1147737600000,0.03,99.64,8.32,16.07,11.12,11.12,22.72,9.0,13.72,16.26,1.83,2.35,1.42,0.93,3.96,5.16,2.47,2.69,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
50005,50005,1113,1148342400000,0.03,100.06,12.21,26.21,17.03,17.03,34.13,17.81,16.31,25.96,1.31,1.79,0.91,0.87,2.56,4.04,1.36,2.69,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
50006,50006,1113,1148947200000,0.0,100.09,11.62,28.9,16.23,16.23,36.42,21.72,14.7,28.0,1.45,2.01,0.58,1.43,2.4,3.46,0.82,2.64,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,0
50010,50010,1113,1151366400000,0.51,99.85,13.77,27.92,18.86,18.86,35.57,20.71,14.86,27.79,1.45,2.4,0.31,2.09,2.59,3.85,0.44,3.41,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,1
50014,50014,1113,1153785600000,5.47,100.13,16.63,26.53,22.02,22.02,31.38,23.06,8.32,26.63,1.86,2.83,1.31,1.51,3.93,4.93,2.95,1.98,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,1
50020,50020,1113,1157414400000,4.55,99.85,14.39,26.22,19.62,19.62,33.04,20.98,12.06,26.3,1.18,1.45,0.43,1.01,2.58,3.69,0.68,3.01,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,1
50022,50022,1113,1158624000000,3.53,99.65,14.74,22.62,19.57,19.57,25.85,15.62,10.24,22.61,1.85,2.36,1.24,1.12,4.27,6.0,2.54,3.46,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,1
50023,50023,1113,1159228800000,0.01,100.05,8.66,19.18,11.79,11.79,27.89,12.33,15.56,19.34,1.79,2.52,1.12,1.4,4.04,6.03,1.72,4.31,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,1
50024,50024,1113,1159833600000,0.0,100.53,11.69,23.9,16.44,16.44,32.04,17.53,14.5,24.02,1.71,2.2,1.34,0.87,4.01,5.81,1.98,3.83,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,1
50025,50025,1113,1160438400000,0.0,99.89,9.66,21.97,13.41,13.41,30.13,14.0,16.13,21.28,1.34,1.86,0.72,1.14,2.45,5.12,1.16,3.96,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,1
50027,50027,1113,1161648000000,0.0,100.48,4.4,9.41,2.04,2.07,18.35,3.03,15.32,9.55,2.19,3.48,1.56,1.92,4.91,6.29,2.72,3.57,31.734982,-93.086106,36,0.1285,0.5521,0.2785,0.0401,0.0008,0.0,0.0,0.0,0.0824,0.0882,0.0744,0.0744,0.6806,0.0,0,0.427399993,8.456776619,17.00338173,69.48116302,4.631279945,74.11244202,1,1,1,1,1,1,1,1
